Country,CountryName,Fips_code,ISO3v10,WH_2000,RI_2000,MZ_2000,WHA1F2020,RIA1F2020,MZA1F2020,ActChWHA1F2020,ActChRIAIF2020,ActChMZA1F2020,WHA1F2050,RIA1F2050,MZA1F2050,ActChWHA1F2050,ActChRIAIF2050,ActChMZA1F2050,WHA1F2080,RIA1F2080,MZA1F2080,ActChWHA1F2080,ActChRIAIF2080,ActChMZA1F2080,WHA2a2020,RIA2a2020,MZA2a2020,ActChWHA2a2020,ActChRIA2a2020,ActChMZA2a2020,WHA2a2050,RIA2a2050,MZA2a2050,ActChWHA2a2050,ActChRIA2a2050,ActChMZA2a2050,WHA2a2080,RIA2a2080,MZA2a2080,ActChWHA2a2080,ActChRIA2a2080,ActChMZA2a2080,WHA2b2020,RIA2b2020,MZA2b2020,ActCHWHA2b2020,ActChRIA2b2020,ActChMZA2b2020,WHA2b2050,RIA2b2050,MZA2b2050,ActCHWHA2b2050,ActChRIA2b2050,ActChMZA2b2050,WHA2b2080,RIA2b2080,MZA2b2080,ActChWHA2b2080,ActChRIA2b2080,ActChMZA2b2080,WHA2c2020,RIA2c2020,MZA2c2020,ActChWHA2c2020,ActChRIA2c2020,ActChMZA2c2020,WHA2c2050,RIA2c2050,MZA2c2050,ActChWHA2c2050,ActChRIA2c2050,ActChMZA2c2050,WHA2c2080,RIA2c2080,MZA2c2080,ActChWHA2c2080,ActChRIA2c2080,ActChMZA2c2080,WHB1a2020,RIB1a2020,MZB1a2020,ActChWHB1a2020,ActChRIB1a2020,ActChMZB1a2020,WHB1a2050,RIB1a2050,MZB1a2050,ActChWHB1a2050,ActChRIB1a2050,ActChMZB1a2050,WHB1a2080,RIB1a2080,MZB1a2080,ActChWHB1a2080,ActChRIB1a2080,ActChMZB1a2080,WHB2a2020,RIB2a2020,MZB2a2020,ActChWHB2a2020,ActChRIB2a2020,ActChMZB2a2020,WHB2a2050,RIB2a2050,MZB2a2050,ActChWHB2a2050,ActChRIB2a2050,ActChMZB2a2050,WHB2a2080,RIB2a2080,MZB2a2080,ActChWHB2a2080,ActChRIB2a2080,ActChMZB2a2080,WHB2b2020,RIB2b2020,MZB2b2020,ActChWHB2b2020,ActChRIB2b2020,ActChMZB2b2020,WHB2b2050,RIB2b2050,MZB2b2050,ActChWHB2b2050,ActChRIB2b2050,ActChMZB2b2050,WHB2b2080,RIB2b2080,MZB2b2080,ActChWHB2b2080,ActChRIB2b2080,ActChMZB2b2080,COUNTRY,WH%GR,RI%GR,MZ%GR,A1FI2020,A1FI2050,A1FI2080,A2A2020,A2A2050,A2A2080,A2B2020,A2B2050,A2B2080,A2C2020,A2C2050,A2C2080,B1A2020,B1A2050,B1A2080,B2A2020,B2A2050,B2A2080,B2B2020,B2B2050,B2B2080
63,Guinea-Bissau,PU,GNB,0,94416.29,30006.14,0.14,-1.86,-4.18,0,-1754.97,-1254.82,-1.98,-2.98,-10.07,0,-2817,-3021.66,-14.52,-15.52,-20.75,0,-14653.76,-6226.68,0.2,-1.8,-4.5,0,-1698.53,-1348.85,-0.26,-2.26,-8.86,0,-2132.62,-2657.06,-5.76,-6.76,-15.58,0,-6386.84,-4675.73,0.42,-1.58,-4.05,0,-1491.82,-1214.17,0.97,-1.03,-7.47,0,-968.77,-2241.78,-4.17,-5.17,-14.01,0,-4884.45,-4205.06,0.84,-1.16,-3.53,0,-1097.8,-1060.28,1.85,-0.15,-7.03,0,-144.37,-2110.27,-4.31,-5.31,-14.69,0,-5010.4,-4406.93,-0.4,-2.4,-4.6,0,-2266.1,-1381.11,-0.6,-1.6,-7.26,0,-1512.58,-2179.06,-2.25,-5.25,-9.99,0,-4956.78,-2996.49,-1.33,-3.33,-6.19,0,-3140.22,-1857.68,-2.58,-3.58,-9.16,0,-3376.09,-2749.91,-4.49,-5.49,-12.4,0,-5180.88,-3720.29,-0.76,-2.76,-5.25,0,-2602.19,-1575.78,-1.59,-2.59,-8.22,0,-2445.18,-2466.49,-6.42,-7.42,-14.74,0,-7008.1,-4423.94,Guinea-Bissau,0,93.12,6.88,-0.67,-1.16,-5.29,-0.66,-0.9,-2.46,-0.58,-0.49,-1.93,-0.44,-0.21,-1.98,-0.85,-0.66,-1.86,-1.17,-1.32,-1.99,-0.98,-0.99,-2.64
64,Guyana,GY,GUY,0,474890.43,3478.86,-2.6,-4.6,-0.72,0,-21844.73,-25.04,-0.22,-1.22,-2.96,0,-5787.68,-103.1,-1.52,-2.52,-6.96,0,-11944.42,-242.27,-1.24,-3.24,-0.51,0,-15381.15,-17.84,-1.72,-3.72,-3.26,0,-17673.29,-113.4,2.02,1.02,-5.39,0,4823.91,-187.39,-4.49,-6.49,-2.22,0,-30837.06,-77.4,-1.72,-3.72,-3.67,0,-17667.21,-127.73,2.24,1.24,-5.63,0,5899.49,-195.72,-1.83,-3.83,-1.07,0,-18183.46,-37.37,-3.12,-5.12,-3.01,0,-24307.3,-104.83,-0.92,-0.59,-6.71,0,-2783.12,-233.36,-6.12,-8.12,-3.71,0,-38575.57,-129.17,-5.08,-6.08,-5.28,0,-28872.83,-183.83,-4.66,-7.66,-6.79,0,-36371.99,-236.19,-2.65,-4.65,-3.04,0,-22083.73,-105.68,-2.57,-3.57,-4.03,0,-16950.91,-140.33,-2.64,-3.64,-4.04,0,-17307.96,-140.58,-2.93,-4.93,-1.95,0,-23411.84,-67.96,-6.33,-7.33,-4.26,0,-34794.52,-148.06,-3.49,-4.49,-4.29,0,-21321.01,-149.22,Guyana,0,99.42,0.58,-1.53,-0.41,-0.85,-1.07,-1.24,0.33,-2.16,-1.24,0.4,-1.27,-1.7,-0.21,-2.7,-2.03,-2.55,-1.55,-1.19,-1.22,-1.64,-2.44,-1.5
65,Haiti,HA,HTI,0,117142.86,201357.14,-2.6,-4.6,-0.72,0,-5388.51,-1449.44,-0.22,-1.22,-2.96,0,-1427.67,-5967.37,-1.52,-2.52,-6.96,0,-2946.37,-14022.37,-1.24,-3.24,-0.51,0,-3794.12,-1032.35,-1.72,-3.72,-3.26,0,-4359.53,-6563.89,2.02,1.02,-5.39,0,1189.93,-10846.18,-4.49,-6.49,-2.22,0,-7606.68,-4479.89,-1.72,-3.72,-3.67,0,-4358.03,-7393.1,2.24,1.24,-5.63,0,1455.25,-11328.55,-1.83,-3.83,-1.07,0,-4485.38,-2163.21,-3.12,-5.12,-3.01,0,-5995.97,-6067.39,-0.92,-0.59,-6.71,0,-686.52,-13507.12,-6.12,-8.12,-3.71,0,-9515.57,-7476.2,-5.08,-6.08,-5.28,0,-7122.16,-10640.28,-4.66,-7.66,-6.79,0,-8972,-13670.92,-2.65,-4.65,-3.04,0,-5447.47,-6116.76,-2.57,-3.57,-4.03,0,-4181.34,-8122.17,-2.64,-3.64,-4.04,0,-4269.41,-8136.91,-2.93,-4.93,-1.95,0,-5775.08,-3933.37,-6.33,-7.33,-4.26,0,-8582.88,-8569.55,-3.49,-4.49,-4.29,0,-5259.33,-8636.76,Haiti,0,31.96,68.04,-0.65,-0.8,-1.85,-0.46,-1.14,-1.11,-1.2,-1.23,-1.14,-0.65,-1.23,-1.58,-1.71,-1.85,-2.36,-1.18,-1.3,-1.3,-0.97,-1.75,-1.45
66,Honduras,HO,HND,1000,16662.43,492891.71,-2.6,-4.6,-0.72,-26,-766.46,-3548.01,-0.22,-1.22,-2.96,-2.19,-203.07,-14607.22,-1.52,-2.52,-6.96,-15.15,-419.09,-34324.63,-1.24,-3.24,-0.51,-12.39,-539.68,-2527.03,-1.72,-3.72,-3.26,-17.22,-620.1,-16067.4,2.02,1.02,-5.39,20.16,169.26,-26549.8,-4.49,-6.49,-2.22,-44.94,-1081.98,-10966.09,-1.72,-3.72,-3.67,-17.2,-619.89,-18097.2,2.24,1.24,-5.63,22.42,206.99,-27730.58,-1.83,-3.83,-1.07,-18.29,-638,-5295.2,-3.12,-5.12,-3.01,-31.19,-852.87,-14852.04,-0.92,-0.59,-6.71,-9.19,-97.65,-33063.39,-6.12,-8.12,-3.71,-61.23,-1353.5,-18300.6,-5.08,-6.08,-5.28,-50.8,-1013.06,-26045.79,-4.66,-7.66,-6.79,-46.59,-1276.18,-33464.33,-2.65,-4.65,-3.04,-26.5,-774.85,-14972.89,-2.57,-3.57,-4.03,-25.69,-594.75,-19881.83,-2.64,-3.64,-4.04,-26.45,-607.28,-19917.92,-2.93,-4.93,-1.95,-29.3,-821.45,-9628.3,-6.33,-7.33,-4.26,-63.27,-1220.83,-20976.97,-3.49,-4.49,-4.29,-34.9,-748.09,-21141.48,Honduras,0.13,5.74,94.13,-0.32,-0.95,-2.23,-0.22,-1.09,-1.67,-0.82,-1.22,-1.74,-0.41,-1.04,-2.12,-1.32,-1.78,-2.28,-1.04,-1.34,-1.34,-0.71,-1.48,-1.43
67,Hungary,HU,HUN,4458856.57,9537.29,7022749.14,-4.91,-6.91,-7.91,-218714.31,-658.57,-555159.97,-7.18,-8.18,-14.18,-320152.63,-780.16,-995836.43,-3.83,-4.83,-13.83,-170967.26,-461.06,-971550.26,-5.73,-7.73,-8.73,-255274.66,-736.77,-612742.93,-6.3,-8.3,-13.3,-280990.18,-791.77,-934155.13,-1.83,-2.83,-12.83,-81675.92,-270.07,-901142.89,-4.4,-6.4,-7.4,-196313.29,-610.65,-519878.11,-6.77,-8.77,-13.77,-301832.69,-836.35,-966982.32,-3,-4,-14,-133621.24,-381.18,-982957.35,-2.98,-4.98,-5.98,-132796.59,-474.79,-419838.6,-6.83,-8.83,-13.83,-304366.32,-841.77,-970972.82,-3.42,-4.42,-14.42,-152297.53,-421.13,-1012372.73,-7.88,-9.88,-10.88,-351560.17,-942.72,-764393.69,-6.1,-7.1,-11.1,-272144.91,-677.48,-779768.74,-8.41,-11.41,-14.41,-374869.46,-1087.95,-1011788.55,-8.86,-10.86,-11.86,-394970.7,-1035.57,-832765.76,-7.17,-8.17,-12.17,-319732.6,-779.27,-854719.89,-5.83,-6.83,-12.83,-259754.63,-650.98,-900708.89,-5.99,-7.99,-8.99,-266944.44,-761.73,-631122.96,-10,-11,-15,-445726.55,-1048.76,-1053161.78,-7.38,-8.38,-14.38,-328870.91,-798.81,-1009567.82,Hungary,39.47,0.07,60.46,-2.24,-3.8,-3.29,-2.51,-3.51,-2.83,-2.07,-3.67,-3.22,-1.6,-3.69,-3.36,-3.23,-3.04,-4.01,-3.56,-3.4,-3.35,-2.6,-4.34,-3.87
68,Iceland,IC,ISL,0,0,0,-4.91,-6.91,-7.91,0,0,0,-7.18,-8.18,-14.18,0,0,0,-3.83,-4.83,-13.83,0,0,0,-5.73,-7.73,-8.73,0,0,0,-6.3,-8.3,-13.3,0,0,0,-1.83,-2.83,-12.83,0,0,0,-4.4,-6.4,-7.4,0,0,0,-6.77,-8.77,-13.77,0,0,0,-3,-4,-14,0,0,0,-2.98,-4.98,-5.98,0,0,0,-6.83,-8.83,-13.83,0,0,0,-3.42,-4.42,-14.42,0,0,0,-7.88,-9.88,-10.88,0,0,0,-6.1,-7.1,-11.1,0,0,0,-8.41,-11.41,-14.41,0,0,0,-8.86,-10.86,-11.86,0,0,0,-7.17,-8.17,-12.17,0,0,0,-5.83,-6.83,-12.83,0,0,0,-5.99,-7.99,-8.99,0,0,0,-10,-11,-15,0,0,0,-7.38,-8.38,-14.38,0,0,0,0,1,1,1,-0.07,-0.1,-0.08,-0.07,-0.09,-0.06,-0.06,-0.1,-0.07,-0.05,-0.1,-0.07,-0.1,-0.08,-0.11,-0.11,-0.09,-0.08,-0.08,-0.12,-0.1
69,India,IN,IND,70674928,129906128.6,13599800,-4.1,-6.1,-7.1,-2897341.18,-7923665.68,-965522.13,-1.97,-2.97,-8.97,-1389853.6,-3853722.55,-1219432.06,-2.44,-3.44,-12.44,-1727441.27,-4474235.49,-1692387.21,-2.23,-4.23,-5.23,-1574681.67,-5492512.5,-711006.06,-3.27,-5.27,-10.27,-2311568.44,-6846968.89,-1396795.35,-1.07,-2.07,-12.07,-758929.49,-2694033.94,-1642016.91,-1.78,-3.78,-4.78,-1255372.76,-4905597.36,-649562.25,-0.97,-2.97,-7.97,-684214.24,-3855762.66,-1083647.64,-0.08,-1.08,-11.08,-58633.16,-1406833.7,-1507260.63,-2.8,-4.8,-5.8,-1975894.5,-6229973.52,-788210.45,-4.06,-6.06,-11.06,-2869425.48,-7872354.42,-1504142.38,-2.11,-3.11,-13.11,-1494036.34,-4045218.69,-1783471.68,-1.68,-3.68,-4.68,-1186217.15,-4778483.87,-636254.81,-2.14,-3.14,-7.14,-1510355.06,-4075213.8,-970623.86,-4.86,-7.86,-10.86,-3434144.9,-10209414.83,-1476811.93,-4.62,-6.62,-7.62,-3266660.32,-8602503.58,-1036589.29,-5.63,-6.63,-10.63,-3977652.31,-8610302.02,-1445399.71,-4.64,-5.64,-11.64,-3280644.91,-7329147.08,-1583272.31,-2.93,-4.93,-5.93,-2068460.09,-6400116.42,-806022.61,-3.55,-4.55,-8.55,-2512491.99,-5917221.03,-1163462.56,-2.26,-3.26,-9.26,-1600481.97,-4240874.21,-1259962.75,India,32.31,62.84,4.85,-1.83,-0.98,-1.19,-1.21,-1.62,-0.75,-1.06,-0.85,-0.41,-1.4,-1.89,-1.09,-1.03,-1,-2.35,-2.01,-2.17,-1.87,-1.44,-1.48,-1.08
70,Indonesia,ID,IDN,0,52668656.86,10693671.71,-1.95,-1.02,-3.83,0,-539200.84,-409669.24,4.88,1.53,-7.52,0,804361.77,-803744.82,1.14,-0.5,-10.6,0,-264727.23,-1133332.55,3.09,-0.32,-3.13,0,-168391.45,-335093.9,5,1.79,-6.29,0,943219.08,-672749.79,7.35,4.78,-7.34,0,2516826.35,-784466.57,0.98,-0.48,-3.13,0,-252842.69,-334863.63,6.25,1.62,-6.24,0,854884.46,-667248.09,5.93,3.02,-9.44,0,1593101.04,-1009437.82,-1.1,-1.5,-4.33,0,-789891.81,-462812.04,4.15,1.32,-6.78,0,694243.13,-725055,2.96,2.76,-9.54,0,1454395.53,-1020177.08,-2.12,-1.41,-3.86,0,-741669.26,-412805.54,1.29,0,-6.73,0,-753.8,-719913.56,4.12,-2.29,-8.09,0,-1204816.16,-865441.09,2.95,-1.47,-4.44,0,-772922.49,-474516.78,4.33,0.23,-6.48,0,122226.36,-692654.41,5.74,2,-6.94,0,1055943.64,-742376.9,1.26,-1.59,-4.33,0,-836478.78,-462563.37,2.76,-0.54,-7.29,0,-282562.37,-779923.82,5.46,1.51,-7.42,0,795918.06,-793386.86,Indonesia,0,84.59,15.41,-0.49,0.04,-0.69,-0.25,0.18,0.97,-0.3,0.14,0.37,-0.65,0.02,0.29,-0.6,-0.35,-1.06,-0.64,-0.27,0.21,-0.67,-0.53,0.05
71,Iran,IR,IRN,12401770,2622872.71,1555461,-1.22,-3.22,-5.54,-150841.16,-84359.12,-86163.21,-4.76,-5.76,-12.84,-589854,-150978.01,-199764,-13.58,-14.58,-19.81,-1683754.14,-382328.93,-308100.93,-0.74,-2.74,-5.44,-92187.66,-71954.39,-84610.89,-1.24,-3.24,-9.84,-154047.82,-85037.3,-153033.58,-5.64,-6.64,-15.46,-699100.63,-174082.78,-240398.74,-0.56,-2.56,-5.03,-69455.04,-67146.63,-78183.75,-0.87,-2.87,-9.31,-107554.93,-75204.44,-144848.8,-4.34,-5.34,-14.18,-537982.8,-140007.68,-220542.94,-0.99,-2.99,-5.36,-122633.03,-78393.34,-83367.43,-0.15,-2.15,-9.02,-17991.75,-56262.56,-140379.82,-5.01,-6.01,-15.39,-621489.16,-157668.59,-239406.49,-0.87,-2.87,-5.08,-108406.85,-75384.61,-78967.12,-1.68,-2.68,-8.34,-207964.24,-70211.46,-129677.52,-3.28,-6.28,-11.02,-407346.94,-164836.72,-171426.16,-2.24,-4.24,-7.11,-277993.83,-111250.87,-110540.73,-4.26,-5.26,-10.85,-528863.74,-138079.07,-168816.52,-4.74,-5.74,-12.65,-587822.8,-150548.43,-196781.07,-1.54,-3.54,-6.03,-190716.71,-92792.48,-93845.31,-2.03,-3.03,-8.66,-251406.55,-79399.15,-134661.9,-9.47,-10.47,-17.79,-1174062.62,-274533.35,-276682.26,Iran,73.64,19.74,6.62,-0.63,-1.83,-4.73,-0.48,-0.74,-2.16,-0.42,-0.61,-1.73,-0.56,-0.38,-1.97,-0.52,-0.77,-1.46,-0.99,-1.63,-1.82,-0.74,-0.89,-3.4
72,Iraq,IZ,IRQ,1780771.43,188142.86,269285.71,-1.22,-3.22,-5.54,-21659.3,-6051.21,-14916.81,-4.76,-5.76,-12.84,-84697.2,-10829.89,-34583.7,-13.58,-14.58,-19.81,-241770.43,-27425.07,-53339.29,-0.74,-2.74,-5.44,-13237.24,-5161.4,-14648.07,-1.24,-3.24,-9.84,-22119.74,-6099.86,-26493.6,-5.64,-6.64,-15.46,-100383.93,-12487.24,-41618.5,-0.56,-2.56,-5.03,-9973.06,-4816.53,-13535.39,-0.87,-2.87,-9.31,-15443.82,-5394.53,-25076.63,-4.34,-5.34,-14.18,-77249.01,-10042.97,-38181,-0.99,-2.99,-5.36,-17608.89,-5623.28,-14432.8,-0.15,-2.15,-9.02,-2583.44,-4035.8,-24302.94,-5.01,-6.01,-15.39,-89239.69,-11309.82,-41446.71,-0.87,-2.87,-5.08,-15566.15,-5407.46,-13671.01,-1.68,-2.68,-8.34,-29861.61,-5036.38,-22450.13,-3.28,-6.28,-11.02,-58490.99,-11824,-29677.77,-2.24,-4.24,-7.11,-39917.16,-7980.2,-19137.12,-4.26,-5.26,-10.85,-75939.6,-9904.63,-29225.98,-4.74,-5.74,-12.65,-84405.54,-10799.08,-34067.28,-1.54,-3.54,-6.03,-27385.03,-6656.15,-16246.76,-2.03,-3.03,-8.66,-36099.49,-5695.43,-23313.04,-9.47,-10.47,-17.79,-168583.77,-19692.72,-47900,Iraq,76.7,15.93,7.37,-0.62,-1.84,-4.73,-0.47,-0.73,-2.17,-0.4,-0.6,-1.74,-0.54,-0.37,-1.98,-0.5,-0.78,-1.44,-0.97,-1.64,-1.83,-0.73,-0.89,-3.41
73,Ireland,EI,IRL,827257.14,0,0,4.19,2.19,-1.68,34697.07,0,0,9.28,8.28,-1.37,76783.76,0,0,7.48,6.48,1.19,61914.16,0,0,5.67,3.67,-1.16,46866.35,0,0,9.2,7.2,-1.32,76135.76,0,0,13.14,12.14,0.45,108687.34,0,0,3.49,1.49,-0.72,28858.19,0,0,8.92,6.92,-1.66,73762.32,0,0,13.15,12.15,0.77,108807.68,0,0,3.34,1.34,-1.48,27664.16,0,0,9.07,7.07,-1.81,75057.11,0,0,13.51,12.51,0.44,111773.94,0,0,1.61,-0.39,-1.71,13294.38,0,0,5.28,4.28,-2.83,43688.06,0,0,6.86,3.86,-3.21,56779.34,0,0,3.66,2.31,-2.6,30248.22,0,0,5.13,4.13,-3.19,42436.02,0,0,7.24,6.24,-1.42,59924.61,0,0,3.16,1.16,-2.55,26128.31,0,0,5.5,4.5,-3.13,45491.65,0,0,8.85,7.85,-1.35,73243.11,0,0,Ireland,100,0,0,1.4,3.09,2.49,1.89,3.07,4.38,1.16,2.97,4.38,1.11,3.02,4.5,0.54,1.76,2.29,1.22,1.71,2.41,1.05,1.83,2.95
74,Israel,IS,ISR,157120.71,0,67487.71,1.35,-0.65,-4.3,2118.52,0,-2900.55,-1.59,-2.59,-10.76,-2491.2,0,-7260.75,-20.1,-21.1,-22.56,-31583.43,0,-15227.47,0.91,-1.09,-5.49,1424.32,0,-3702.38,0.71,-1.29,-9.48,1117.65,0,-6398.73,-9,-10,-17.64,-14146.53,0,-11904.62,1.56,-0.44,-4.37,2456.66,0,-2948.66,1.66,-0.34,-8.23,2611.4,0,-5552.89,-6.05,-7.05,-14.73,-9504.54,0,-9941.3,1.87,-0.13,-3.87,2938.24,0,-2612.85,2.76,0.76,-8,4343.76,0,-5395.77,-7.1,-8.1,-16.86,-11156.04,0,-11378.71,0.35,-1.65,-5.06,542.48,0,-3414.89,0.71,-0.29,-7.61,1113.67,0,-5136.66,-0.65,-3.65,-10.12,-1024.08,0,-6832.76,-0.86,-2.86,-7.59,-1355.43,0,-5124.19,-2.62,-3.62,-10.8,-4116.59,0,-7286.97,-4.79,-5.79,-13.62,-7532.15,0,-9189.24,0.25,-1.75,-5.74,393.5,0,-3874.12,0.14,-0.86,-8.12,227.5,0,-5477.01,-10.27,-11.27,-19.91,-16136.71,0,-13438.2,Israel,98.67,0,1.33,0.42,-0.57,-6.71,0.27,0.19,-3.04,0.49,0.51,-2.05,0.6,0.87,-2.41,0.09,0.2,-0.26,-0.32,-0.91,-1.64,0.06,0.01,-3.47
75,Italy,IT,ITA,7313150.57,1375955.86,10202151.29,4.19,2.19,-1.68,306730.34,30191.63,-171132.06,9.28,8.28,-1.37,678786.74,113952.92,-140147.93,7.48,6.48,1.19,547335.95,89220.7,121452.05,5.67,3.67,-1.16,414309.74,50432.5,-118386.16,9.2,7.2,-1.32,673058.27,99115.56,-134368.4,13.14,12.14,0.45,960822.04,167017.34,45744.59,3.49,1.49,-0.72,255113.25,20479.97,-73901.79,8.92,6.92,-1.66,652076.47,95167.87,-168889.5,13.15,12.15,0.77,961885.85,167217.5,78159.08,3.34,1.34,-1.48,244557.75,18493.98,-150732.46,9.07,7.07,-1.81,663522.78,97321.48,-184678.21,13.51,12.51,0.44,988108.31,172151.21,45318.26,1.61,-0.39,-1.71,117525.5,-5406.91,-174892.99,5.28,4.28,-2.83,386212.84,58905.68,-288825.14,6.86,3.86,-3.21,501942.96,53160.97,-327432.02,3.66,2.31,-2.6,267401.52,31824.42,-265505.7,5.13,4.13,-3.19,375144.52,56823.19,-325519.76,7.24,6.24,-1.42,529747.81,85911.52,-144496.03,3.16,1.16,-2.55,230980.47,15939.43,-259655.12,5.5,4.5,-3.13,402157.01,61905.54,-319203.59,8.85,7.85,-1.35,647486.55,108063.85,-137358,Italy,42.13,7.51,50.36,0.36,1.28,1.41,0.69,1.25,2.22,0.41,1.15,2.28,0.26,1.15,2.29,-0.07,0.37,0.52,0.13,0.29,0.94,0.05,0.36,1.21
76,Ivory Coast,IV,CIV,0,0,0,-1.07,-3.07,-4.07,0,0,0,-2.38,-3.38,-9.38,0,0,0,-8.94,-9.94,-18.94,0,0,0,-0.5,-2.5,-3.5,0,0,0,-1.23,-3.23,-8.23,0,0,0,-2.53,-3.53,-13.53,0,0,0,-0.72,-2.72,-3.72,0,0,0,0.29,-1.71,-6.71,0,0,0,-2.3,-3.3,-13.3,0,0,0,-0.2,-2.2,-3.2,0,0,0,0.93,-1.07,-6.07,0,0,0,-1.51,-2.51,-12.51,0,0,0,-1.15,-3.15,-4.15,0,0,0,-1.91,-2.91,-6.91,0,0,0,-3.85,-6.85,-9.85,0,0,0,-1.79,-3.79,-4.79,0,0,0,-2.53,-3.53,-7.53,0,0,0,-4.18,-5.18,-11.18,0,0,0,-1.76,-3.76,-4.76,0,0,0,-3.32,-4.32,-8.32,0,0,0,-2.57,-3.57,-9.57,0,0,0,Ivory Coast,1,1,1,-0.03,-0.05,-0.13,-0.02,-0.04,-0.07,-0.02,-0.03,-0.06,-0.02,-0.02,-0.06,-0.03,-0.04,-0.07,-0.03,-0.05,-0.07,-0.03,-0.05,-0.05
77,Jamaica,JM,JAM,0,12,1857.71,-2.6,-4.6,-0.72,0,-0.55,-13.37,-0.22,-1.22,-2.96,0,-0.15,-55.05,-1.52,-2.52,-6.96,0,-0.3,-129.37,-1.24,-3.24,-0.51,0,-0.39,-9.52,-1.72,-3.72,-3.26,0,-0.45,-60.56,2.02,1.02,-5.39,0,0.12,-100.07,-4.49,-6.49,-2.22,0,-0.78,-41.33,-1.72,-3.72,-3.67,0,-0.45,-68.21,2.24,1.24,-5.63,0,0.15,-104.52,-1.83,-3.83,-1.07,0,-0.46,-19.96,-3.12,-5.12,-3.01,0,-0.61,-55.98,-0.92,-0.59,-6.71,0,-0.07,-124.62,-6.12,-8.12,-3.71,0,-0.97,-68.98,-5.08,-6.08,-5.28,0,-0.73,-98.17,-4.66,-7.66,-6.79,0,-0.92,-126.13,-2.65,-4.65,-3.04,0,-0.56,-56.43,-2.57,-3.57,-4.03,0,-0.43,-74.93,-2.64,-3.64,-4.04,0,-0.44,-75.07,-2.93,-4.93,-1.95,0,-0.59,-36.29,-6.33,-7.33,-4.26,0,-0.88,-79.06,-3.49,-4.49,-4.29,0,-0.54,-79.68,Jamaica,0,0.74,99.26,-0.25,-0.98,-2.31,-0.18,-1.09,-1.78,-0.75,-1.22,-1.86,-0.36,-1.01,-2.22,-1.25,-1.76,-2.27,-1.02,-1.34,-1.35,-0.66,-1.43,-1.43
78,Japan,JA,JPN,806285.71,10997571.43,160,1.95,0.84,5.73,15753.44,92243.57,9.17,1.77,1.21,3.34,14236.16,133243.99,5.35,-4.16,-4.95,-6.02,-33545.74,-544658.31,-9.63,1.75,1.84,3.71,14107.72,201854.72,5.94,3.51,4.47,2.47,28304.85,491388.8,3.95,3.7,3.5,-0.49,29863.29,384458.12,-0.78,1.73,1.6,3.86,13935.76,175837.69,6.17,3.25,3.01,2.94,26170.08,330846.12,4.71,2.71,-1.38,0.64,21831.19,-151907.27,1.03,1.19,1.79,2.13,9626.65,196577.22,3.41,1.8,2.9,1.25,14475.9,318503.18,1.99,0.96,3.57,-3.21,7735.15,392663.63,-5.14,1.44,0.73,3.11,11648.93,80067.14,4.97,1.54,2.77,2.32,12405.19,305036.18,3.71,0.15,-0.89,0.73,1172,-98192.23,1.17,0.06,0.15,1.82,485.11,16745.12,2.91,0.31,1.92,0.88,2463.35,211392.69,1.42,2.33,3.77,1.83,18788.48,414977.75,2.93,0.99,0.11,3.42,7950.66,12293.25,5.47,0.9,0.52,3.88,7266.34,57369.98,6.21,1.05,3.6,0.77,8436.73,396300.14,1.24,Japan,3.57,96.43,0,0.29,0.41,-1.64,0.61,1.48,1.17,0.53,1.01,-0.41,0.59,0.95,1.16,0.25,0.91,-0.29,0.05,0.62,1.24,0.05,0.18,1.17
79,Jordan,JO,JOR,28782.86,0,16261.57,-1.22,-3.22,-5.54,-350.08,0,-900.79,-4.76,-5.76,-12.84,-1368.97,0,-2088.43,-13.58,-14.58,-19.81,-3907.77,0,-3221.04,-0.74,-2.74,-5.44,-213.96,0,-884.56,-1.24,-3.24,-9.84,-357.52,0,-1599.89,-5.64,-6.64,-15.46,-1622.52,0,-2513.25,-0.56,-2.56,-5.03,-161.2,0,-817.37,-0.87,-2.87,-9.31,-249.62,0,-1514.32,-4.34,-5.34,-14.18,-1248.59,0,-2305.67,-0.99,-2.99,-5.36,-284.61,0,-871.57,-0.15,-2.15,-9.02,-41.76,0,-1467.6,-5.01,-6.01,-15.39,-1442.39,0,-2502.88,-0.87,-2.87,-5.08,-251.6,0,-825.56,-1.68,-2.68,-8.34,-482.66,0,-1355.71,-3.28,-6.28,-11.02,-945.4,0,-1792.18,-2.24,-4.24,-7.11,-645.19,0,-1155.65,-4.26,-5.26,-10.85,-1227.42,0,-1764.89,-4.74,-5.74,-12.65,-1364.26,0,-2057.25,-1.54,-3.54,-6.03,-442.63,0,-981.11,-2.03,-3.03,-8.66,-583.48,0,-1407.82,-9.47,-10.47,-17.79,-2724.84,0,-2892.58,Jordan,96.07,0,3.93,-0.46,-1.69,-4.61,-0.31,-0.53,-2.01,-0.25,-0.4,-1.57,-0.39,-0.16,-1.81,-0.35,-0.65,-1.2,-0.81,-1.51,-1.68,-0.57,-0.76,-3.26
