Country,CountryName,Fips_code,ISO3v10,WH_2000,RI_2000,MZ_2000,WHA1F2020,RIA1F2020,MZA1F2020,ActChWHA1F2020,ActChRIAIF2020,ActChMZA1F2020,WHA1F2050,RIA1F2050,MZA1F2050,ActChWHA1F2050,ActChRIAIF2050,ActChMZA1F2050,WHA1F2080,RIA1F2080,MZA1F2080,ActChWHA1F2080,ActChRIAIF2080,ActChMZA1F2080,WHA2a2020,RIA2a2020,MZA2a2020,ActChWHA2a2020,ActChRIA2a2020,ActChMZA2a2020,WHA2a2050,RIA2a2050,MZA2a2050,ActChWHA2a2050,ActChRIA2a2050,ActChMZA2a2050,WHA2a2080,RIA2a2080,MZA2a2080,ActChWHA2a2080,ActChRIA2a2080,ActChMZA2a2080,WHA2b2020,RIA2b2020,MZA2b2020,ActCHWHA2b2020,ActChRIA2b2020,ActChMZA2b2020,WHA2b2050,RIA2b2050,MZA2b2050,ActCHWHA2b2050,ActChRIA2b2050,ActChMZA2b2050,WHA2b2080,RIA2b2080,MZA2b2080,ActChWHA2b2080,ActChRIA2b2080,ActChMZA2b2080,WHA2c2020,RIA2c2020,MZA2c2020,ActChWHA2c2020,ActChRIA2c2020,ActChMZA2c2020,WHA2c2050,RIA2c2050,MZA2c2050,ActChWHA2c2050,ActChRIA2c2050,ActChMZA2c2050,WHA2c2080,RIA2c2080,MZA2c2080,ActChWHA2c2080,ActChRIA2c2080,ActChMZA2c2080,WHB1a2020,RIB1a2020,MZB1a2020,ActChWHB1a2020,ActChRIB1a2020,ActChMZB1a2020,WHB1a2050,RIB1a2050,MZB1a2050,ActChWHB1a2050,ActChRIB1a2050,ActChMZB1a2050,WHB1a2080,RIB1a2080,MZB1a2080,ActChWHB1a2080,ActChRIB1a2080,ActChMZB1a2080,WHB2a2020,RIB2a2020,MZB2a2020,ActChWHB2a2020,ActChRIB2a2020,ActChMZB2a2020,WHB2a2050,RIB2a2050,MZB2a2050,ActChWHB2a2050,ActChRIB2a2050,ActChMZB2a2050,WHB2a2080,RIB2a2080,MZB2a2080,ActChWHB2a2080,ActChRIB2a2080,ActChMZB2a2080,WHB2b2020,RIB2b2020,MZB2b2020,ActChWHB2b2020,ActChRIB2b2020,ActChMZB2b2020,WHB2b2050,RIB2b2050,MZB2b2050,ActChWHB2b2050,ActChRIB2b2050,ActChMZB2b2050,WHB2b2080,RIB2b2080,MZB2b2080,ActChWHB2b2080,ActChRIB2b2080,ActChMZB2b2080,COUNTRY,WH%GR,RI%GR,MZ%GR,A1FI2020,A1FI2050,A1FI2080,A2A2020,A2A2050,A2A2080,A2B2020,A2B2050,A2B2080,A2C2020,A2C2050,A2C2080,B1A2020,B1A2050,B1A2080,B2A2020,B2A2050,B2A2080,B2B2020,B2B2050,B2B2080
97,Malaysia,MY,MYS,0,2192592.29,71571.43,-1.95,-1.02,-3.83,0,-22446.89,-2741.87,4.88,1.53,-7.52,0,33485.52,-5379.37,1.14,-0.5,-10.6,0,-11020.57,-7585.26,3.09,-0.32,-3.13,0,-7010.12,-2242.74,5,1.79,-6.29,0,39266.14,-4502.63,7.35,4.78,-7.34,0,104775.29,-5250.34,0.98,-0.48,-3.13,0,-10525.82,-2241.2,6.25,1.62,-6.24,0,35588.78,-4465.81,5.93,3.02,-9.44,0,66320.68,-6756.04,-1.1,-1.5,-4.33,0,-32883.14,-3097.54,4.15,1.32,-6.78,0,28901.29,-4852.7,2.96,2.76,-9.54,0,60546.38,-6827.92,-2.12,-1.41,-3.86,0,-30875.64,-2762.86,1.29,0,-6.73,0,-31.38,-4818.29,4.12,-2.29,-8.09,0,-50156.41,-5792.29,2.95,-1.47,-4.44,0,-32176.71,-3175.88,4.33,0.23,-6.48,0,5088.27,-4635.85,5.74,2,-6.94,0,43958.86,-4968.64,1.26,-1.59,-4.33,0,-34822.55,-3095.88,2.76,-0.54,-7.29,0,-11763.05,-5219.93,5.46,1.51,-7.42,0,33134.01,-5310.04,Malaysia,0,97.8,2.2,-0.36,0.44,-0.24,-0.13,0.54,1.5,-0.18,0.48,0.92,-0.52,0.38,0.83,-0.49,-0.05,-0.81,-0.51,0.03,0.6,-0.55,-0.23,0.44
98,Mali,ML,MLI,7145.71,863293.29,447398.57,0.14,-1.86,-4.18,10.09,-16046.49,-18709.61,-1.98,-2.98,-10.07,-141.74,-25757.19,-45053.66,-14.52,-15.52,-20.75,-1037.58,-133986.3,-92841.18,0.2,-1.8,-4.5,14.36,-15530.43,-20111.62,-0.26,-2.26,-8.86,-18.49,-19499.52,-39617.43,-5.76,-6.76,-15.58,-411.92,-58397.9,-69716.28,0.42,-1.58,-4.05,30.01,-13640.4,-18103.56,0.97,-1.03,-7.47,69.59,-8857.94,-33425.52,-4.17,-5.17,-14.01,-298.21,-44660.89,-62698.38,0.84,-1.16,-3.53,59.83,-10037.74,-15809.06,1.85,-0.15,-7.03,131.99,-1320.05,-31464.65,-4.31,-5.31,-14.69,-307.75,-45812.46,-65708.39,-0.4,-2.4,-4.6,-28.59,-20720.05,-20592.68,-0.6,-1.6,-7.26,-43.02,-13830.23,-32490.35,-2.25,-5.25,-9.99,-160.77,-45322.21,-44678.37,-1.33,-3.33,-6.19,-94.75,-28712.51,-27698.37,-2.58,-3.58,-9.16,-184.06,-30869.21,-41001.75,-4.49,-5.49,-12.4,-320.65,-47371.23,-55470.35,-0.76,-2.76,-5.25,-54.03,-23793.03,-23495.31,-1.59,-2.59,-8.22,-113.6,-22357.43,-36776,-6.42,-7.42,-14.74,-458.94,-64078.39,-65962,Mali,0.43,64.81,34.76,-0.89,-1.81,-5.78,-0.91,-1.51,-3.28,-0.81,-1.09,-2.75,-0.66,-0.85,-2.85,-1.05,-1.19,-2.29,-1.44,-1.84,-2.63,-1.2,-1.51,-3.32
99,Mauritania,MR,MRT,428.57,74201.43,9330.86,0.14,-1.86,-4.18,0.61,-1379.22,-390.2,-1.98,-2.98,-10.07,-8.5,-2213.87,-939.63,-14.52,-15.52,-20.75,-62.23,-11516.33,-1936.28,0.2,-1.8,-4.5,0.86,-1334.87,-419.44,-0.26,-2.26,-8.86,-1.11,-1676.02,-826.25,-5.76,-6.76,-15.58,-24.71,-5019.39,-1453.99,0.42,-1.58,-4.05,1.8,-1172.41,-377.56,0.97,-1.03,-7.47,4.17,-761.35,-697.12,-4.17,-5.17,-14.01,-17.89,-3838.67,-1307.63,0.84,-1.16,-3.53,3.59,-862.76,-329.71,1.85,-0.15,-7.03,7.92,-113.46,-656.22,-4.31,-5.31,-14.69,-18.46,-3937.65,-1370.4,-0.4,-2.4,-4.6,-1.71,-1780.92,-429.48,-0.6,-1.6,-7.26,-2.58,-1188.73,-677.61,-2.25,-5.25,-9.99,-9.64,-3895.52,-931.8,-1.33,-3.33,-6.19,-5.68,-2467.89,-577.67,-2.58,-3.58,-9.16,-11.04,-2653.26,-855.12,-4.49,-5.49,-12.4,-19.23,-4071.63,-1156.88,-0.76,-2.76,-5.25,-3.24,-2045.05,-490.01,-1.59,-2.59,-8.22,-6.81,-1921.66,-766.99,-6.42,-7.42,-14.74,-27.53,-5507.64,-1375.69,Mauritania,0.51,81.11,18.38,-0.76,-1.43,-5.49,-0.76,-1.15,-2.79,-0.67,-0.73,-2.26,-0.53,-0.47,-2.34,-0.93,-0.88,-2.04,-1.28,-1.53,-2.25,-1.07,-1.21,-2.92
100,Mexico,MX,MEX,3062163.71,283639.86,20084644.14,-0.09,-2.09,-5.78,-2727.91,-5925.48,-1159892.92,-7.05,-8.05,-10.21,-216029.3,-22846.6,-2050461.47,-17.14,-18.14,-2.81,-524957.19,-51461.75,-564402.4,-0.57,-2.57,-5.37,-17460.75,-7290.14,-1078915.81,0.05,-1.95,-7.09,1460.56,-5537.51,-1424437.16,-4.34,-5.34,-4.37,-132863.84,-15143.21,-878064.45,-2.78,-4.78,-5.51,-85050.2,-13550.76,-1107404.22,-4.72,-6.72,-8.35,-144684.65,-19074.54,-1676878.92,-10.36,-11.36,-9.26,-317332.6,-32230.05,-1858872.61,-1.23,-3.23,-4.74,-37769.53,-9171.29,-952446.77,-3.83,-5.83,-7.74,-117411.4,-16548.29,-1555071.06,-11.21,-12.21,2.39,-343151.57,-34621.59,480232.96,-4.39,-6.39,-6.22,-134399.57,-18121.86,-1248691.97,-5.74,-6.74,-8.96,-175865.98,-19126.38,-1799791.07,-6.77,-9.77,-8.11,-207223.39,-27703.73,-1629852.79,-4.7,-6.7,-7.38,-143878.95,-18999.91,-1482037.36,-3.97,-5.97,-9.25,-121446.83,-16922.08,-1857817.81,-3.35,-4.35,-6.7,-102551.8,-12335.49,-1344882.21,-4.22,-6.22,-7.26,-129194.1,-17639.69,-1457880.98,-2.94,-3.94,-9.1,-89922.39,-11165.66,-1828701.63,-8.11,-9.11,-7.46,-248395.86,-25844.63,-1499132,Mexico,15.49,1.81,82.71,-1.61,-3.23,-1.77,-1.53,-1.96,-1.46,-1.69,-2.59,-3.15,-1.39,-2.37,0.01,-1.98,-2.81,-2.65,-2.32,-2.79,-2.05,-2.26,-2.69,-2.53
101,Moldova,MD,MDA,820094.57,0,1337818.71,-4.91,-6.91,-7.91,-40227,0,-105756.79,-7.18,-8.18,-14.18,-58884.03,0,-189704.71,-3.83,-4.83,-13.83,-31445.13,0,-185078.25,-5.73,-7.73,-8.73,-46951.36,0,-116726.22,-6.3,-8.3,-13.3,-51681.08,0,-177954.56,-1.83,-2.83,-12.83,-15022.23,0,-171665.8,-4.4,-6.4,-7.4,-36106.89,0,-99035.67,-6.77,-8.77,-13.77,-55514.54,0,-184208.07,-3,-4,-14,-24576.27,0,-187251.28,-2.98,-4.98,-5.98,-24424.59,0,-79978.36,-6.83,-8.83,-13.83,-55980.53,0,-184968.25,-3.42,-4.42,-14.42,-28011.3,0,-192854.84,-7.88,-9.88,-10.88,-64660.65,0,-145615.36,-6.1,-7.1,-11.1,-50054.21,0,-148544.28,-8.41,-11.41,-14.41,-68947.81,0,-192743.56,-8.86,-10.86,-11.86,-72644.93,0,-158640.1,-7.17,-8.17,-12.17,-58806.77,0,-162822.31,-5.83,-6.83,-12.83,-47775.33,0,-171583.12,-5.99,-7.99,-8.99,-49097.72,0,-120227.58,-10,-11,-15,-81980.19,0,-200625.07,-7.38,-8.38,-14.38,-60487.54,0,-192320.51,Moldova,43.07,0,56.93,-2.2,-3.72,-3.18,-2.48,-3.43,-2.7,-2.04,-3.58,-3.09,-1.56,-3.6,-3.23,-3.2,-2.98,-3.94,-3.52,-3.34,-3.27,-2.56,-4.28,-3.79
102,Mongolia,MG,MNG,128235.14,0,0,-0.22,-0.92,-3.3,-287.63,0,0,6.1,3.67,-5.97,7817.5,0,0,-0.87,7.12,-0.16,-1111.32,0,0,-1.17,-1.18,-5.05,-1502.99,0,0,7.26,3.65,-6.96,9313.55,0,0,8.31,8.71,-2.85,10661.69,0,0,3.8,-0.24,-3.54,4878.76,0,0,7.83,3,-5.96,10037.46,0,0,5.75,8.91,-2.45,7376.23,0,0,-2.31,-1.31,-5.31,-2965.27,0,0,6.1,-0.13,-7.43,7818.71,0,0,6.6,7.55,-4.11,8457.34,0,0,3.32,-0.67,-3.35,4261.36,0,0,5.26,0.82,-6.62,6741.14,0,0,5.69,-0.63,-7.81,7291.1,0,0,0.75,-1.68,-5.56,959.65,0,0,4.23,0.44,-7.46,5424.43,0,0,6.84,3.83,-6.22,8764.97,0,0,0.08,-1.78,-5.73,105.4,0,0,5,0.81,-7.41,6408.73,0,0,7.56,4.29,-5.46,9696.98,0,0,Mongolia,100,0,0,-0.07,2.03,-0.29,-0.39,2.42,2.77,1.27,2.61,1.92,-0.77,2.03,2.2,1.11,1.75,1.9,0.25,1.41,2.28,0.03,1.67,2.52
103,Morocco,MO,MAR,4016040,30650,151092.86,0.14,-1.86,-4.18,5672.56,-569.71,-6318.5,-1.98,-2.98,-10.07,-79662.02,-914.47,-15215.26,-14.52,-15.52,-20.75,-583143.79,-4756.99,-31353.79,0.2,-1.8,-4.5,8073.23,-551.39,-6791.98,-0.26,-2.26,-8.86,-10390.98,-692.3,-13379.37,-5.76,-6.76,-15.58,-231506.59,-2073.33,-23544.18,0.42,-1.58,-4.05,16865.66,-484.28,-6113.83,0.97,-1.03,-7.47,39113.67,-314.49,-11288.27,-4.17,-5.17,-14.01,-167602.06,-1585.62,-21174.13,0.84,-1.16,-3.53,33625.26,-356.38,-5338.94,1.85,-0.15,-7.03,74179.94,-46.87,-10626.06,-4.31,-5.31,-14.69,-172959.13,-1626.51,-22190.66,-0.4,-2.4,-4.6,-16068.86,-735.64,-6954.44,-0.6,-1.6,-7.26,-24177.82,-491.02,-10972.45,-2.25,-5.25,-9.99,-90357.72,-1609.1,-15088.52,-1.33,-3.33,-6.19,-53249.8,-1019.4,-9354.13,-2.58,-3.58,-9.16,-103443.16,-1095.97,-13846.87,-4.49,-5.49,-12.4,-180210.53,-1681.85,-18733.13,-0.76,-2.76,-5.25,-30364.38,-844.74,-7934.7,-1.59,-2.59,-8.22,-63846.38,-793.77,-12419.78,-6.42,-7.42,-14.74,-257932.22,-2275.01,-22276.31,Montenegro,1,1,1,-0.02,-0.05,-0.17,-0.02,-0.04,-0.09,-0.02,-0.03,-0.08,-0.01,-0.02,-0.08,-0.02,-0.03,-0.06,-0.04,-0.05,-0.07,-0.03,-0.04,-0.1
104,Mozambique,MZ,MOZ,1814.29,160872.43,1299348,0.14,-1.86,-4.18,2.56,-2990.22,-54336.98,-1.98,-2.98,-10.07,-35.99,-4799.78,-130846.16,-14.52,-15.52,-20.75,-263.44,-24967.99,-269632.07,0.2,-1.8,-4.5,3.65,-2894.06,-58408.75,-0.26,-2.26,-8.86,-4.69,-3633.68,-115058.1,-5.76,-6.76,-15.58,-104.59,-10882.29,-202472.06,0.42,-1.58,-4.05,7.62,-2541.85,-52576.89,0.97,-1.03,-7.47,17.67,-1650.65,-97075.38,-4.17,-5.17,-14.01,-75.72,-8322.44,-182090.46,0.84,-1.16,-3.53,15.19,-1870.51,-45913.13,1.85,-0.15,-7.03,33.51,-245.99,-91380.54,-4.31,-5.31,-14.69,-78.14,-8537.03,-190832.22,-0.4,-2.4,-4.6,-7.26,-3861.13,-59805.86,-0.6,-1.6,-7.26,-10.92,-2577.23,-94359.41,-2.25,-5.25,-9.99,-40.82,-8445.68,-129756.23,-1.33,-3.33,-6.19,-24.06,-5350.5,-80442.43,-2.58,-3.58,-9.16,-46.73,-5752.4,-119078.48,-4.49,-5.49,-12.4,-81.41,-8827.5,-161098.62,-0.76,-2.76,-5.25,-13.72,-4433.77,-68235.76,-1.59,-2.59,-8.22,-28.84,-4166.25,-106805.94,-6.42,-7.42,-14.74,-116.52,-11940.84,-191568.77,Morocco,95.35,0.86,3.79,-0.01,-0.77,-4.92,0,-0.2,-2.05,0.08,0.21,-1.52,0.22,0.5,-1.57,-0.19,-0.29,-0.86,-0.51,-0.94,-1.6,-0.31,-0.62,-2.25
105,Myanmar,BM,MMR,119814.57,24124734,693490.14,-7.55,-2.23,-7.75,-9050.57,-537699.29,-53723.33,9.58,2.7,-10.91,11480.42,650532.79,-75671.48,9.37,6.76,-4.98,11230.94,1629779.47,-34557.98,3.86,-1.66,-7.19,4623.63,-400078.55,-49882.81,4.89,-0.15,-12.85,5855.3,-35727.42,-89134.19,12.5,7.58,-7.71,14972.37,1828719.75,-53438.58,-0.74,-1.39,-6.52,-883.12,-335043.49,-45196.04,10.25,1.68,-10.48,12284.97,404430,-72681.68,14.09,8.31,-7.85,16880.14,2005660.97,-54419.17,-3.7,-1.71,-7.28,-4436.91,-413018.2,-50502.94,3.99,-0.1,-12.84,4781.97,-22978.29,-89052.07,3.56,4.57,-11.18,4266.58,1103183.27,-77537.07,-7.06,-2.29,-6.92,-8458.59,-552514.22,-47992.9,0.46,-1.27,-12.1,557,-306867.28,-83903.91,10.02,-1.49,-11.51,12005.66,-359985.2,-79792.2,5.04,-3.01,-8.94,6034.19,-727114.16,-61988.19,7.52,-1.22,-12,9008.21,-295010.77,-83191.87,9.51,1.67,-11.7,11397.94,401871.7,-81151.61,1.78,-3.65,-9.86,2128.44,-880228.57,-68383.85,4.18,-3.71,-15.99,5009.81,-896116.21,-110854.43,8.32,-1.53,-16.32,9965.92,-369764.99,-113204.75,Mozambique,0.18,12.78,87.04,-2.35,-3.05,-1.15,-2.16,-3.73,-1.91,-1.95,-2.96,-1.91,-2.19,-3.73,-3.05,-2.11,-3.56,-3.4,-2.72,-3.53,-3.32,-3.02,-4.79,-4.8
106,Namibia,WA,NAM,8923,0,35108.71,0.14,-1.86,-4.18,12.6,0,-1468.2,-1.98,-2.98,-10.07,-177,0,-3535.5,-14.52,-15.52,-20.75,-1295.65,0,-7285.53,0.2,-1.8,-4.5,17.94,0,-1578.22,-0.26,-2.26,-8.86,-23.09,0,-3108.9,-5.76,-6.76,-15.58,-514.37,0,-5470.85,0.42,-1.58,-4.05,37.47,0,-1420.64,0.97,-1.03,-7.47,86.9,0,-2623,-4.17,-5.17,-14.01,-372.39,0,-4920.13,0.84,-1.16,-3.53,74.71,0,-1240.58,1.85,-0.15,-7.03,164.82,0,-2469.13,-4.31,-5.31,-14.69,-384.29,0,-5156.34,-0.4,-2.4,-4.6,-35.7,0,-1615.97,-0.6,-1.6,-7.26,-53.72,0,-2549.62,-2.25,-5.25,-9.99,-200.76,0,-3506.05,-1.33,-3.33,-6.19,-118.31,0,-2173.57,-2.58,-3.58,-9.16,-229.83,0,-3217.53,-4.49,-5.49,-12.4,-400.4,0,-4352.93,-0.76,-2.76,-5.25,-67.46,0,-1843.75,-1.59,-2.59,-8.22,-141.86,0,-2885.92,-6.42,-7.42,-14.74,-573.08,0,-5176.24,Namibia,18.39,0,81.61,-1.13,-2.86,-6.54,-1.21,-2.42,-4.59,-1.08,-1.97,-4.07,-0.91,-1.8,-4.26,-1.28,-2.01,-2.85,-1.77,-2.65,-3.65,-1.48,-2.33,-4.4
107,Nepal,NP,NPL,1309627.29,4228725.71,1574204,-7.55,-2.23,-7.75,-98926.79,-94251.1,-121950.51,9.58,2.7,-10.91,125486.15,114029.23,-171772.22,9.37,6.76,-4.98,122759.19,285677.36,-78445.68,3.86,-1.66,-7.19,50538.35,-70128.13,-113232.63,4.89,-0.15,-12.85,64001.05,-6262.51,-202332.22,12.5,7.58,-7.71,163654.76,320548.79,-121304.14,-0.74,-1.39,-6.52,-9652.92,-58728.4,-102593.8,10.25,1.68,-10.48,134280.21,70890.88,-164985.47,14.09,8.31,-7.85,184507.5,351564.09,-123530.04,-3.7,-1.71,-7.28,-48497.44,-72396.27,-114640.32,3.99,-0.1,-12.84,52269.08,-4027.77,-202145.8,3.56,4.57,-11.18,46635.6,193372.47,-176007.08,-7.06,-2.29,-6.92,-92456.2,-96847.95,-108942.59,0.46,-1.27,-12.1,6088.31,-53789.51,-190459.62,10.02,-1.49,-11.51,131227.23,-63100.33,-181126.14,5.04,-3.01,-8.94,65956.41,-127452.86,-140711.52,7.52,-1.22,-12,98463.83,-51711.23,-188843.3,9.51,1.67,-11.7,124584.6,70442.44,-184211.98,1.78,-3.65,-9.86,23264.82,-154291.66,-155229.5,4.18,-3.71,-15.99,54759.53,-157076.54,-251636.58,8.32,-1.53,-16.32,108932,-64814.59,-256971.74,Nepal,16.77,61.43,21.8,-1.44,0.29,1.55,-0.65,-0.69,1.69,-0.8,0.15,1.92,-1.09,-0.73,0.32,-1.37,-1.11,-0.58,-0.99,-0.7,0.02,-1.36,-1.69,-1.04
108,Netherlands,NL,NLD,1129018,0,260253.86,4.19,2.19,-1.68,47353.61,0,-4365.53,9.28,8.28,-1.37,104792.38,0,-3575.13,7.48,6.48,1.19,84498.76,0,3098.21,5.67,3.67,-1.16,63961.92,0,-3020,9.2,7.2,-1.32,103908.01,0,-3427.7,13.14,12.14,0.45,148333.52,0,1166.93,3.49,1.49,-0.72,39384.87,0,-1885.21,8.92,6.92,-1.66,100668.8,0,-4308.32,13.15,12.15,0.77,148497.75,0,1993.82,3.34,1.34,-1.48,37755.29,0,-3845.14,9.07,7.07,-1.81,102435.9,0,-4711.09,13.51,12.51,0.44,152546.03,0,1156.06,1.61,-0.39,-1.71,18143.81,0,-4461.47,5.28,4.28,-2.83,59624.27,0,-7367.84,6.86,3.86,-3.21,77490.9,0,-8352.69,3.66,2.31,-2.6,41281.95,0,-6772.97,5.13,4.13,-3.19,57915.52,0,-8303.91,7.24,6.24,-1.42,81783.47,0,-3686.05,3.16,1.16,-2.55,35659.2,0,-6623.73,5.5,4.5,-3.13,62085.76,0,-8142.79,8.85,7.85,-1.35,99960.2,0,-3503.96,Netherlands,93.57,0,6.43,1.27,2.87,2.36,1.74,2.84,4.11,1.07,2.75,4.12,1.01,2.79,4.22,0.46,1.59,2.07,1.08,1.53,2.23,0.93,1.65,2.73
109,New Zealand,NZ,NZL,315963.14,0,187019.43,3.75,1.75,-3.23,11846.67,0,-6040.26,8.58,7.58,-6.76,27099.88,0,-12648.7,14.24,13.24,-4.73,44988.2,0,-8847.68,3.5,1.5,-2.71,11065.24,0,-5074.33,9.25,7.25,-3.21,29235.78,0,-6007.84,15.16,14.16,-3.77,47899.34,0,-7057.94,5.8,3.8,-1.74,18339.13,0,-3246.23,8.26,6.26,-5.6,26101.87,0,-10481.93,14.63,13.63,-3.87,46221.2,0,-7237.84,2.48,0.48,-5.06,7841.42,0,-9459.05,8.38,6.38,-5.28,26479.87,0,-9865.62,14.69,13.69,-4.95,46421.55,0,-9254.71,3.04,1.04,-3.44,9620.29,0,-6438.42,5.2,4.2,-5.34,16433.68,0,-9995.69,5.93,2.93,-7.45,18735.13,0,-13928.82,3.16,1.16,-2.72,9971.38,0,-5093.24,4.77,3.77,-5.76,15081.18,0,-10768.15,9.48,8.48,-3.99,29944.86,0,-7459.16,4.15,2.15,-3.17,13111.91,0,-5932.08,5.92,4.92,-4.33,18706.26,0,-8091.27,8.91,7.91,-4.93,28142.02,0,-9228.67,New Zealand,56.91,0,43.09,0.25,0.66,2.02,0.27,1.29,2.33,0.85,0.76,2.22,-0.26,0.83,2.08,0.08,0.22,0.06,0.21,0.08,1.23,0.33,0.5,0.98
110,Nicaragua,NU,NIC,0,288284.86,488761,-2.6,-4.6,-0.72,0,-13260.96,-3518.28,-0.22,-1.22,-2.96,0,-3513.44,-14484.81,-1.52,-2.52,-6.96,0,-7250.93,-34036.97,-1.24,-3.24,-0.51,0,-9337.21,-2505.85,-1.72,-3.72,-3.26,0,-10728.67,-15932.74,2.02,1.02,-5.39,0,2928.38,-26327.3,-4.49,-6.49,-2.22,0,-18719.81,-10874.19,-1.72,-3.72,-3.67,0,-10724.98,-17945.53,2.24,1.24,-5.63,0,3581.32,-27498.18,-1.83,-3.83,-1.07,0,-11038.37,-5250.83,-3.12,-5.12,-3.01,0,-14755.88,-14727.57,-0.92,-0.59,-6.71,0,-1689.51,-32786.3,-6.12,-8.12,-3.71,0,-23417.51,-18147.24,-5.08,-6.08,-5.28,0,-17527.41,-25827.52,-4.66,-7.66,-6.79,0,-22079.82,-33183.88,-2.65,-4.65,-3.04,0,-13406.05,-14847.41,-2.57,-3.57,-4.03,0,-10290.14,-19715.21,-2.64,-3.64,-4.04,0,-10506.89,-19751,-2.93,-4.93,-1.95,0,-14212.28,-9547.61,-6.33,-7.33,-4.26,0,-21122.2,-20801.17,-3.49,-4.49,-4.29,0,-12943.04,-20964.3,Nicaragua,0,44.52,55.48,-0.82,-0.73,-1.66,-0.58,-1.16,-0.85,-1.38,-1.23,-0.86,-0.77,-1.32,-1.33,-1.89,-1.88,-2.39,-1.25,-1.28,-1.29,-1.09,-1.87,-1.46
111,Niger,NG,NER,7148.86,70022.86,5499.57,0.14,-1.86,-4.18,10.1,-1301.55,-229.98,-1.98,-2.98,-10.07,-141.8,-2089.2,-553.81,-14.52,-15.52,-20.75,-1038.04,-10867.81,-1141.23,0.2,-1.8,-4.5,14.37,-1259.69,-247.22,-0.26,-2.26,-8.86,-18.5,-1581.63,-486.99,-5.76,-6.76,-15.58,-412.1,-4736.73,-856.98,0.42,-1.58,-4.05,30.02,-1106.39,-222.53,0.97,-1.03,-7.47,69.63,-718.48,-410.88,-4.17,-5.17,-14.01,-298.34,-3622.5,-770.71,0.84,-1.16,-3.53,59.86,-814.17,-194.33,1.85,-0.15,-7.03,132.05,-107.07,-386.77,-4.31,-5.31,-14.69,-307.88,-3715.91,-807.71,-0.4,-2.4,-4.6,-28.6,-1680.63,-253.13,-0.6,-1.6,-7.26,-43.04,-1121.79,-399.38,-2.25,-5.25,-9.99,-160.84,-3676.14,-549.2,-1.33,-3.33,-6.19,-94.79,-2328.91,-340.48,-2.58,-3.58,-9.16,-184.14,-2503.84,-504.01,-4.49,-5.49,-12.4,-320.79,-3842.34,-681.86,-0.76,-2.76,-5.25,-54.05,-1929.88,-288.81,-1.59,-2.59,-8.22,-113.65,-1813.44,-452.06,-6.42,-7.42,-14.74,-459.14,-5197.48,-810.83,Niger,3.49,81.4,15.12,-0.71,-1.34,-5.43,-0.71,-1.06,-2.69,-0.63,-0.64,-2.16,-0.48,-0.37,-2.23,-0.89,-0.81,-1.95,-1.23,-1.46,-2.17,-1.02,-1.14,-2.83
112,Nigeria,NI,NGA,62142.86,3291000,5345714.29,-6.07,-8.07,-9.07,-3769.49,-265446.85,-484634,-7.38,-8.38,-14.38,-4587.17,-275840.4,-768802.41,-13.94,-14.94,-23.94,-8662.31,-491654.23,-1279729.61,-5.5,-7.5,-8.5,-3420.63,-246971.9,-454624.33,-6.23,-8.23,-13.23,-3870.76,-270809.99,-707174.15,-7.53,-8.53,-18.53,-4676.56,-280573.91,-990319.82,-5.72,-7.72,-8.72,-3556.83,-254184.77,-466340.5,-4.71,-6.71,-11.71,-2929.52,-220963.09,-626205.66,-7.3,-8.3,-18.3,-4534.84,-273068.72,-978128.81,-5.2,-7.2,-8.2,-3228.63,-236804.03,-438108.22,-4.07,-6.07,-11.07,-2529.47,-199777.33,-591792.7,-6.51,-7.51,-17.51,-4047.44,-247256.64,-936201.13,-6.15,-8.15,-9.15,-3818.99,-268068.41,-488892.3,-6.91,-7.91,-11.91,-4295.85,-260412.33,-636827.64,-8.85,-11.85,-14.85,-5498.44,-389919.64,-793734.83,-6.79,-8.79,-9.79,-4218.99,-289252.15,-523301.98,-7.53,-8.53,-12.53,-4680.28,-280771.06,-669897.2,-9.18,-10.18,-16.18,-5705.13,-335046.04,-864972.7,-6.76,-8.76,-9.76,-4202.47,-288377.2,-521880.76,-8.32,-9.32,-13.32,-5173,-306864.7,-712282.24,-7.57,-8.57,-14.57,-4707.22,-282197.98,-779129.3,Nigeria,0.46,35.36,64.18,-2.9,-4.08,-6.9,-2.71,-3.81,-4.98,-2.79,-3.3,-4.9,-2.61,-3.09,-4.64,-2.93,-3.49,-4.59,-3.14,-3.7,-4.68,-3.13,-3.96,-4.14
